json_data
"{""name"": ""Location114 in Rectangle 1"", ""coordinates"": [102.126021, 19.457147]}"
"{""name"": ""Location115 in Rectangle 2"", ""coordinates"": [103.263438, 8.446309]}"
"{""name"": ""Location116 in Rectangle 1"", ""coordinates"": [98.379339, 19.470822]}"
"{""name"": ""Location117 in Rectangle 2"", ""coordinates"": [100.024125, 8.586417]}"
"{""name"": ""Location118 in Rectangle 1"", ""coordinates"": [103.686847, 19.738439]}"
"{""name"": ""Location119 in Rectangle 1"", ""coordinates"": [98.372479, 19.548295]}"
"{""name"": ""Location120 in Rectangle 1"", ""coordinates"": [105.304867, 19.526631]}"
"{""name"": ""Location121 in Rectangle 2"", ""coordinates"": [101.062766, 8.544003]}"
"{""name"": ""Location122 in Rectangle 1"", ""coordinates"": [103.37617, 19.605282]}"
"{""name"": ""Location123 in Rectangle 2"", ""coordinates"": [97.615282, 8.576413]}"
"{""name"": ""Location124 in Rectangle 2"", ""coordinates"": [105.712818, 8.552983]}"
"{""name"": ""Location125 in Rectangle 1"", ""coordinates"": [102.443437, 19.834268]}"
"{""name"": ""Location126 in Rectangle 1"", ""coordinates"": [101.067504, 19.848068]}"
"{""name"": ""Location127 in Rectangle 2"", ""coordinates"": [98.775481, 8.523461]}"
"{""name"": ""Location128 in Rectangle 2"", ""coordinates"": [102.86992, 8.570976]}"
"{""name"": ""Location129 in Rectangle 2"", ""coordinates"": [103.3181, 8.3956]}"
"{""name"": ""Location130 in Rectangle 1"", ""coordinates"": [98.351662, 19.676772]}"
"{""name"": ""Location131 in Rectangle 2"", ""coordinates"": [103.694402, 8.524987]}"
"{""name"": ""Location132 in Rectangle 2"", ""coordinates"": [99.760184, 8.567282]}"
"{""name"": ""Location133 in Rectangle 1"", ""coordinates"": [104.564439, 19.829477]}"
"{""name"": ""Location134 in Rectangle 2"", ""coordinates"": [98.39949, 8.582483]}"
"{""name"": ""Location135 in Rectangle 2"", ""coordinates"": [99.981961, 8.556219]}"
"{""name"": ""Location136 in Rectangle 1"", ""coordinates"": [98.293357, 19.44486]}"
"{""name"": ""Location137 in Rectangle 1"", ""coordinates"": [105.011747, 19.781018]}"
"{""name"": ""Location138 in Rectangle 2"", ""coordinates"": [102.296814, 8.493014]}"
"{""name"": ""Location139 in Rectangle 1"", ""coordinates"": [104.299234, 19.773181]}"
"{""name"": ""Location140 in Rectangle 1"", ""coordinates"": [105.274366, 19.499243]}"
"{""name"": ""Location141 in Rectangle 2"", ""coordinates"": [104.094495, 8.393017]}"
"{""name"": ""Location142 in Rectangle 1"", ""coordinates"": [97.891389, 19.642281]}"
"{""name"": ""Location143 in Rectangle 1"", ""coordinates"": [106.289541, 19.958157]}"
"{""name"": ""Location144 in Rectangle 1"", ""coordinates"": [98.347305, 19.889339]}"
"{""name"": ""Location145 in Rectangle 2"", ""coordinates"": [100.911491, 8.536346]}"
"{""name"": ""Location146 in Rectangle 2"", ""coordinates"": [105.48263, 8.403237]}"
"{""name"": ""Location147 in Rectangle 2"", ""coordinates"": [99.502764, 8.460915]}"
"{""name"": ""Location148 in Rectangle 1"", ""coordinates"": [105.773811, 20.025414]}"
"{""name"": ""Location149 in Rectangle 1"", ""coordinates"": [99.443351, 19.569295]}"
"{""name"": ""Location150 in Rectangle 2"", ""coordinates"": [104.576456, 8.401005]}"
"{""name"": ""Location151 in Rectangle 1"", ""coordinates"": [103.328461, 19.458041]}"
"{""name"": ""Location152 in Rectangle 1"", ""coordinates"": [103.287938, 19.66448]}"
"{""name"": ""Location153 in Rectangle 2"", ""coordinates"": [105.748389, 8.422741]}"
"{""name"": ""Location154 in Rectangle 1"", ""coordinates"": [104.21068, 19.79412]}"
"{""name"": ""Location155 in Rectangle 1"", ""coordinates"": [98.794829, 19.51887]}"
"{""name"": ""Location156 in Rectangle 2"", ""coordinates"": [98.486052, 8.424331]}"
"{""name"": ""Location157 in Rectangle 2"", ""coordinates"": [101.543838, 8.581278]}"
"{""name"": ""Location158 in Rectangle 1"", ""coordinates"": [104.507872, 19.968132]}"
"{""name"": ""Location159 in Rectangle 2"", ""coordinates"": [104.461303, 8.420864]}"
"{""name"": ""Location160 in Rectangle 2"", ""coordinates"": [99.074865, 8.494137]}"
"{""name"": ""Location161 in Rectangle 1"", ""coordinates"": [98.933172, 19.527694]}"
"{""name"": ""Location162 in Rectangle 1"", ""coordinates"": [103.649523, 19.645098]}"
"{""name"": ""Location163 in Rectangle 1"", ""coordinates"": [101.650359, 19.55867]}"
"{""name"": ""Location164 in Rectangle 2"", ""coordinates"": [102.111837, 8.508605]}"
"{""name"": ""Location165 in Rectangle 1"", ""coordinates"": [102.161607, 19.558838]}"
"{""name"": ""Location166 in Rectangle 1"", ""coordinates"": [97.704689, 19.712215]}"
"{""name"": ""Location167 in Rectangle 2"", ""coordinates"": [103.461895, 8.43748]}"
"{""name"": ""Location168 in Rectangle 1"", ""coordinates"": [100.087099, 20.009809]}"
"{""name"": ""Location169 in Rectangle 2"", ""coordinates"": [105.623324, 8.468229]}"
"{""name"": ""Location170 in Rectangle 1"", ""coordinates"": [100.972639, 19.931711]}"
"{""name"": ""Location171 in Rectangle 1"", ""coordinates"": [100.803044, 20.074776]}"
"{""name"": ""Location172 in Rectangle 2"", ""coordinates"": [98.307646, 8.534352]}"
"{""name"": ""Location173 in Rectangle 1"", ""coordinates"": [98.481975, 19.806131]}"
"{""name"": ""Location174 in Rectangle 1"", ""coordinates"": [102.683128, 19.968704]}"
"{""name"": ""Location175 in Rectangle 1"", ""coordinates"": [102.530099, 19.582596]}"
"{""name"": ""Location176 in Rectangle 2"", ""coordinates"": [100.185511, 8.416647]}"
"{""name"": ""Location177 in Rectangle 2"", ""coordinates"": [101.943838, 8.414038]}"
"{""name"": ""Location178 in Rectangle 1"", ""coordinates"": [105.075427, 19.754669]}"
"{""name"": ""Location179 in Rectangle 2"", ""coordinates"": [100.312974, 8.550059]}"
"{""name"": ""Location180 in Rectangle 2"", ""coordinates"": [104.014655, 8.513572]}"
"{""name"": ""Location181 in Rectangle 2"", ""coordinates"": [102.763375, 8.544467]}"
"{""name"": ""Location182 in Rectangle 2"", ""coordinates"": [98.715887, 8.404103]}"
"{""name"": ""Location183 in Rectangle 2"", ""coordinates"": [98.380264, 8.389265]}"
"{""name"": ""Location184 in Rectangle 2"", ""coordinates"": [102.18939, 8.413156]}"
"{""name"": ""Location185 in Rectangle 2"", ""coordinates"": [101.435728, 8.406234]}"
"{""name"": ""Location186 in Rectangle 2"", ""coordinates"": [100.166984, 8.530444]}"
"{""name"": ""Location187 in Rectangle 2"", ""coordinates"": [100.957606, 8.459124]}"
"{""name"": ""Location188 in Rectangle 2"", ""coordinates"": [101.756977, 8.556527]}"
"{""name"": ""Location189 in Rectangle 2"", ""coordinates"": [100.672914, 8.444493]}"
"{""name"": ""Location190 in Rectangle 1"", ""coordinates"": [99.442842, 19.894672]}"
"{""name"": ""Location191 in Rectangle 1"", ""coordinates"": [102.845741, 19.964015]}"
"{""name"": ""Location192 in Rectangle 2"", ""coordinates"": [97.9586, 8.500979]}"
"{""name"": ""Location193 in Rectangle 2"", ""coordinates"": [98.166204, 8.47929]}"
"{""name"": ""Location194 in Rectangle 1"", ""coordinates"": [105.574176, 20.086702]}"
"{""name"": ""Location195 in Rectangle 2"", ""coordinates"": [101.33255, 8.475653]}"
"{""name"": ""Location196 in Rectangle 1"", ""coordinates"": [102.580638, 19.4993]}"
"{""name"": ""Location197 in Rectangle 2"", ""coordinates"": [100.682022, 8.485822]}"
"{""name"": ""Location198 in Rectangle 2"", ""coordinates"": [102.906967, 8.437473]}"
"{""name"": ""Location199 in Rectangle 1"", ""coordinates"": [100.62748, 19.845233]}"
"{""name"": ""Location200 in Rectangle 2"", ""coordinates"": [99.131621, 8.528405]}"
"{""name"": ""Location201 in Rectangle 2"", ""coordinates"": [98.463749, 8.483965]}"
"{""name"": ""Location202 in Rectangle 1"", ""coordinates"": [104.727218, 20.096224]}"
"{""name"": ""Location203 in Rectangle 1"", ""coordinates"": [101.095815, 19.830836]}"
"{""name"": ""Location204 in Rectangle 2"", ""coordinates"": [104.306835, 8.40094]}"
"{""name"": ""Location205 in Rectangle 1"", ""coordinates"": [102.387931, 19.844796]}"
"{""name"": ""Location206 in Rectangle 1"", ""coordinates"": [99.622323, 20.024992]}"
"{""name"": ""Location207 in Rectangle 1"", ""coordinates"": [104.477193, 19.768777]}"
"{""name"": ""Location208 in Rectangle 2"", ""coordinates"": [99.320195, 8.468434]}"
"{""name"": ""Location209 in Rectangle 2"", ""coordinates"": [105.128327, 8.50613]}"
"{""name"": ""Location210 in Rectangle 2"", ""coordinates"": [100.69228, 8.430167]}"
"{""name"": ""Location211 in Rectangle 2"", ""coordinates"": [100.168863, 8.450202]}"
"{""name"": ""Location212 in Rectangle 2"", ""coordinates"": [103.635065, 8.425565]}"
"{""name"": ""Location213 in Rectangle 2"", ""coordinates"": [102.874173, 8.409504]}"
"{""name"": ""Location214 in Rectangle 1"", ""coordinates"": [106.080826, 19.655422]}"
"{""name"": ""Location215 in Rectangle 2"", ""coordinates"": [97.247787, 8.494247]}"
"{""name"": ""Location216 in Rectangle 1"", ""coordinates"": [105.029625, 19.864085]}"
"{""name"": ""Location217 in Rectangle 1"", ""coordinates"": [103.685011, 19.966642]}"
"{""name"": ""Location218 in Rectangle 1"", ""coordinates"": [101.278005, 19.586823]}"
"{""name"": ""Location219 in Rectangle 1"", ""coordinates"": [101.42559, 19.561444]}"
"{""name"": ""Location220 in Rectangle 1"", ""coordinates"": [104.533531, 19.943832]}"
"{""name"": ""Location221 in Rectangle 2"", ""coordinates"": [103.642885, 8.520691]}"
"{""name"": ""Location222 in Rectangle 2"", ""coordinates"": [104.258569, 8.450952]}"
"{""name"": ""Location223 in Rectangle 2"", ""coordinates"": [98.630489, 8.547234]}"
"{""name"": ""Location224 in Rectangle 2"", ""coordinates"": [97.535448, 8.481252]}"
"{""name"": ""Location225 in Rectangle 2"", ""coordinates"": [102.154396, 8.520822]}"
"{""name"": ""Location226 in Rectangle 1"", ""coordinates"": [101.815116, 19.895631]}"
"{""name"": ""Location227 in Rectangle 1"", ""coordinates"": [102.245163, 20.007189]}"
"{""name"": ""Location228 in Rectangle 1"", ""coordinates"": [103.699591, 19.831315]}"
"{""name"": ""Location229 in Rectangle 2"", ""coordinates"": [100.519995, 8.43983]}"
"{""name"": ""Location230 in Rectangle 1"", ""coordinates"": [103.558724, 19.924749]}"
"{""name"": ""Location231 in Rectangle 1"", ""coordinates"": [102.001116, 19.593591]}"
"{""name"": ""Location232 in Rectangle 1"", ""coordinates"": [104.70629, 19.677449]}"
"{""name"": ""Location233 in Rectangle 2"", ""coordinates"": [101.401381, 8.519698]}"
"{""name"": ""Location234 in Rectangle 1"", ""coordinates"": [98.900943, 20.040769]}"
"{""name"": ""Location235 in Rectangle 2"", ""coordinates"": [97.472732, 8.597336]}"
"{""name"": ""Location236 in Rectangle 1"", ""coordinates"": [101.375337, 19.514764]}"
"{""name"": ""Location237 in Rectangle 2"", ""coordinates"": [97.246985, 8.460425]}"
"{""name"": ""Location238 in Rectangle 2"", ""coordinates"": [104.168117, 8.505181]}"
"{""name"": ""Location239 in Rectangle 1"", ""coordinates"": [97.317909, 19.832357]}"
"{""name"": ""Location240 in Rectangle 2"", ""coordinates"": [105.077686, 8.466415]}"
"{""name"": ""Location241 in Rectangle 2"", ""coordinates"": [103.121425, 8.474399]}"
"{""name"": ""Location242 in Rectangle 1"", ""coordinates"": [103.299461, 19.914761]}"
"{""name"": ""Location243 in Rectangle 2"", ""coordinates"": [99.421248, 8.53094]}"
"{""name"": ""Location244 in Rectangle 2"", ""coordinates"": [105.581588, 8.423835]}"
"{""name"": ""Location245 in Rectangle 1"", ""coordinates"": [102.788617, 19.458974]}"
"{""name"": ""Location246 in Rectangle 1"", ""coordinates"": [104.890438, 19.789833]}"
"{""name"": ""Location247 in Rectangle 2"", ""coordinates"": [105.834361, 8.526621]}"
"{""name"": ""Location248 in Rectangle 1"", ""coordinates"": [102.703926, 19.545062]}"
"{""name"": ""Location249 in Rectangle 1"", ""coordinates"": [106.391927, 19.844434]}"
"{""name"": ""Location250 in Rectangle 2"", ""coordinates"": [102.324673, 8.529397]}"
"{""name"": ""Location251 in Rectangle 1"", ""coordinates"": [103.406723, 20.055604]}"
"{""name"": ""Location252 in Rectangle 1"", ""coordinates"": [102.426036, 19.890027]}"
"{""name"": ""Location253 in Rectangle 1"", ""coordinates"": [105.443623, 19.480612]}"
"{""name"": ""Location254 in Rectangle 2"", ""coordinates"": [100.779368, 8.407392]}"
"{""name"": ""Location255 in Rectangle 2"", ""coordinates"": [97.392369, 8.395483]}"
"{""name"": ""Location256 in Rectangle 2"", ""coordinates"": [98.769038, 8.410595]}"
"{""name"": ""Location257 in Rectangle 2"", ""coordinates"": [101.511469, 8.408486]}"
"{""name"": ""Location258 in Rectangle 2"", ""coordinates"": [105.277744, 8.390323]}"
"{""name"": ""Location259 in Rectangle 1"", ""coordinates"": [100.439336, 20.062975]}"
"{""name"": ""Location260 in Rectangle 1"", ""coordinates"": [101.044139, 20.036141]}"
"{""name"": ""Location261 in Rectangle 2"", ""coordinates"": [99.978042, 8.404543]}"
"{""name"": ""Location262 in Rectangle 1"", ""coordinates"": [98.210441, 19.869023]}"
"{""name"": ""Location263 in Rectangle 1"", ""coordinates"": [105.407489, 19.479448]}"
"{""name"": ""Location264 in Rectangle 1"", ""coordinates"": [99.805287, 19.579572]}"
"{""name"": ""Location265 in Rectangle 2"", ""coordinates"": [99.927914, 8.391077]}"
"{""name"": ""Location266 in Rectangle 2"", ""coordinates"": [101.511815, 8.530506]}"
"{""name"": ""Location267 in Rectangle 1"", ""coordinates"": [101.080341, 19.854768]}"
"{""name"": ""Location268 in Rectangle 2"", ""coordinates"": [98.854933, 8.585663]}"
"{""name"": ""Location269 in Rectangle 2"", ""coordinates"": [98.779455, 8.493903]}"
"{""name"": ""Location270 in Rectangle 1"", ""coordinates"": [100.676575, 19.809932]}"
"{""name"": ""Location271 in Rectangle 2"", ""coordinates"": [101.122764, 8.47258]}"
"{""name"": ""Location272 in Rectangle 1"", ""coordinates"": [102.549, 19.909323]}"
"{""name"": ""Location273 in Rectangle 2"", ""coordinates"": [98.304774, 8.471974]}"
"{""name"": ""Location274 in Rectangle 1"", ""coordinates"": [102.22606, 19.764182]}"
"{""name"": ""Location275 in Rectangle 2"", ""coordinates"": [103.420742, 8.567244]}"
"{""name"": ""Location276 in Rectangle 1"", ""coordinates"": [98.200673, 19.862979]}"
"{""name"": ""Location277 in Rectangle 1"", ""coordinates"": [99.066748, 19.603053]}"
"{""name"": ""Location278 in Rectangle 1"", ""coordinates"": [106.288776, 19.668572]}"
"{""name"": ""Location279 in Rectangle 1"", ""coordinates"": [98.318628, 19.640134]}"
"{""name"": ""Location280 in Rectangle 1"", ""coordinates"": [105.595745, 19.919426]}"
"{""name"": ""Location281 in Rectangle 1"", ""coordinates"": [101.41866, 20.052618]}"
"{""name"": ""Location282 in Rectangle 1"", ""coordinates"": [104.092872, 19.975171]}"
"{""name"": ""Location283 in Rectangle 1"", ""coordinates"": [103.525489, 19.903265]}"
"{""name"": ""Location284 in Rectangle 2"", ""coordinates"": [101.873691, 8.441068]}"
"{""name"": ""Location285 in Rectangle 2"", ""coordinates"": [97.233746, 8.442783]}"
"{""name"": ""Location286 in Rectangle 1"", ""coordinates"": [104.260448, 20.008297]}"
"{""name"": ""Location287 in Rectangle 2"", ""coordinates"": [103.438426, 8.557377]}"
"{""name"": ""Location288 in Rectangle 1"", ""coordinates"": [102.613276, 19.771793]}"
"{""name"": ""Location289 in Rectangle 2"", ""coordinates"": [103.241415, 8.448547]}"
"{""name"": ""Location290 in Rectangle 2"", ""coordinates"": [98.962605, 8.418564]}"
"{""name"": ""Location291 in Rectangle 2"", ""coordinates"": [98.849828, 8.443273]}"
"{""name"": ""Location292 in Rectangle 2"", ""coordinates"": [100.473829, 8.398374]}"
"{""name"": ""Location293 in Rectangle 1"", ""coordinates"": [97.721949, 19.921965]}"
"{""name"": ""Location294 in Rectangle 2"", ""coordinates"": [98.812558, 8.55854]}"
"{""name"": ""Location295 in Rectangle 2"", ""coordinates"": [104.107434, 8.462244]}"
"{""name"": ""Location296 in Rectangle 2"", ""coordinates"": [104.909233, 8.523913]}"
"{""name"": ""Location297 in Rectangle 1"", ""coordinates"": [104.628255, 19.96097]}"
"{""name"": ""Location298 in Rectangle 1"", ""coordinates"": [99.172911, 19.825282]}"
"{""name"": ""Location299 in Rectangle 2"", ""coordinates"": [101.363158, 8.520463]}"
"{""name"": ""Location300 in Rectangle 2"", ""coordinates"": [99.19111, 8.59551]}"
"{""name"": ""Location301 in Rectangle 2"", ""coordinates"": [104.870803, 8.434911]}"
"{""name"": ""Location302 in Rectangle 1"", ""coordinates"": [97.625262, 19.981428]}"
"{""name"": ""Location303 in Rectangle 1"", ""coordinates"": [99.610219, 19.726702]}"
"{""name"": ""Location304 in Rectangle 2"", ""coordinates"": [97.478245, 8.529515]}"
"{""name"": ""Location305 in Rectangle 1"", ""coordinates"": [98.290034, 19.548864]}"
"{""name"": ""Location306 in Rectangle 2"", ""coordinates"": [100.979881, 8.529999]}"
"{""name"": ""Location307 in Rectangle 2"", ""coordinates"": [100.010837, 8.521534]}"
"{""name"": ""Location308 in Rectangle 2"", ""coordinates"": [98.235918, 8.422322]}"
"{""name"": ""Location309 in Rectangle 1"", ""coordinates"": [97.873725, 19.688387]}"
